iter	RMSE
188	0.9322005058
189	0.9319070188
190	0.9316037095
191	0.931418445
192	0.9312412045
193	0.9309835602
194	0.9308748392
195	0.9307192538
196	0.9305139946
197	0.9302577967
198	0.9300558742
199	0.9297177731
200	0.9295597337
201	0.9292513107
202	0.9290818684
203	0.9289590896
204	0.928824201
205	0.9286789148
206	0.9283817574
207	0.9282656441
208	0.9281473386
209	0.9278957682
210	0.9276658896
211	0.9274982473
212	0.9273035754
213	0.9271553939
214	0.9270371783
215	0.9268909889
216	0.9267161607
217	0.9264189279
218	0.9263070565
219	0.9262139539
220	0.9259970111
221	0.9258473593
222	0.9255580171
223	0.925466912
224	0.9252216363
225	0.9250084647
226	0.9248886088
227	0.9247625922
228	0.9246224611
229	0.9245034809
230	0.9243825569
231	0.924308552
232	0.9242175457
233	0.923938046
234	0.9238195703
235	0.9237016666
236	0.9235181879
237	0.9233534836
238	0.9232042288
239	0.9231100882
240	0.9229736066
241	0.9228072252
242	0.9226334081
243	0.922482229
244	0.9223669335
245	0.9223113829
246	0.9222426606
247	0.9221225236
248	0.9220136926
249	0.9218478134
250	0.9217025353
251	0.921542369
252	0.9214458683
253	0.9212619022
254	0.9210480659
255	0.9209955919
256	0.9208966971
257	0.9206028695
258	0.9205027548
259	0.9203390685
260	0.920268933
261	0.9200015063
262	0.9198713241
263	0.9197524439
264	0.9195358769
265	0.919408314
266	0.9192642317
267	0.9189440872
268	0.9187483221
269	0.9186331465
270	0.9184200511
271	0.9183081017
272	0.9182583779
273	0.9180931637
274	0.9179592966
275	0.9177421448
276	0.917544436
277	0.917363901
278	0.9172855788
279	0.9171857947
280	0.9171237989
281	0.916858275
282	0.9167319518
283	0.9164971089
284	0.9163920758
285	0.9160204653
286	0.915853524
287	0.9157265296
288	0.9155673264
289	0.9154001637
290	0.9153292707
291	0.9151826843
292	0.9151150315
293	0.9150042406
294	0.9148460785
295	0.9148207908
296	0.9146638483
297	0.9144798434
298	0.9142099425
299	0.914098461
300	0.9139042259
301	0.9137260889
302	0.9136280307
303	0.9133774689
304	0.913269839
305	0.9131750975
306	0.9129644997
307	0.912823349
308	0.9125692363
309	0.9123891138
310	0.9122831628
311	0.9121131749
312	0.9119246644
313	0.9117745497
314	0.9117216264
315	0.9116537036
316	0.9114950427
317	0.9113617306
318	0.9111131405
319	0.9109763339
320	0.91090852
321	0.9108113259
322	0.910637951
323	0.9105090118
324	0.9103393335
325	0.910149355
326	0.9098131422
327	0.9096745946
328	0.9096109411
329	0.9095495551
330	0.90945678
331	0.9094082958
332	0.909299062
333	0.9092736415
334	0.9090977222
335	0.9090001022
336	0.9088455114
337	0.9086062054
338	0.9084649083
339	0.9083913461
340	0.9082700975
341	0.9081906371
342	0.9081110976
343	0.9078395515
344	0.9077527131
345	0.9076469205
346	0.9075919122
347	0.9075099207
348	0.9073681345
349	0.9072565763
350	0.9069857687
351	0.9067874135
352	0.9066602
353	0.9066290714
354	0.9065376715
355	0.9063336766
356	0.9062612901
357	0.9061293267
358	0.9060520043
359	0.9059129558
360	0.905864828
361	0.9058203443
362	0.9056598942
363	0.9055571059
364	0.9054474501
365	0.9053001298
366	0.9052259014
367	0.905074345
368	0.9049555212
369	0.9048720018
370	0.9048003983
371	0.9047136632
372	0.9046213252
373	0.9044631261
374	0.904225009
375	0.9040882294
376	0.9040063736
377	0.9039449926
378	0.9037402325
379	0.9035679203
380	0.9034281493
381	0.9033701416
382	0.9032428269
383	0.9031880412
384	0.9030943354
385	0.9029993898
386	0.9028751983
387	0.9027718316
388	0.9025218467
389	0.9022832121
390	0.9021503173
391	0.9020415375
392	0.9019707848
393	0.9018091908
394	0.9016590655
395	0.9015002756
396	0.9014099669
397	0.9012848675
398	0.9011802237
399	0.9010668779
400	0.9009358193
401	0.9008796861
402	0.900715147
403	0.9005967478
404	0.9004683707
405	0.9003729535
406	0.9003074414
407	0.9001736005
408	0.900094588
409	0.9000390854
410	0.8999417169
411	0.8998804809
412	0.8996935243
413	0.8995799706
414	0.8994333695
415	0.8993317264
416	0.8991754704
417	0.8990551376
418	0.8990006715
419	0.8989597671
420	0.8988798191
421	0.898744484
422	0.8986344903
423	0.898568602
424	0.8984684755
425	0.8984145444
426	0.8983616718
427	0.8982679086
428	0.8981679979
429	0.898089254
430	0.8979872431
431	0.8979046777
432	0.8978359672
433	0.8977275049
434	0.8975807435
435	0.8975015983
436	0.8973686679
437	0.8971548983
438	0.8970563012
439	0.8970034636
440	0.8969203558
441	0.8968407485
442	0.8967683608
443	0.896678271
444	0.8965773454
445	0.8965216205
446	0.8964109957
447	0.8963169815
448	0.8962227614
449	0.8960422585
450	0.8959784985
451	0.8957995643
452	0.895749914
453	0.89567021
454	0.8956211739
455	0.8955682329
456	0.8954457276
457	0.8953372659
458	0.8952858626
459	0.895220328
460	0.8951474437
461	0.895057733
462	0.8949905971
463	0.8949084538
464	0.8948292676
465	0.894764829
466	0.8946933319
467	0.8945668401
468	0.8945184788
469	0.8944367971
470	0.8943602367
471	0.8942805263
472	0.8942345684
473	0.8941393401
474	0.8940688765
475	0.8940023481
476	0.8938840342
477	0.8938096343
478	0.8937306479
479	0.8935897565
480	0.8934822063
481	0.893410912
482	0.8932277206
483	0.8931911601
484	0.8930784216
485	0.8930109884
486	0.8928259253
487	0.8927582509
488	0.8927257736
489	0.8926166873
490	0.8925959923
491	0.8924660737
492	0.8924319765
493	0.8922942943
494	0.8921730792
495	0.8920505327
496	0.8919591407
497	0.8918862167
498	0.8918365615
499	0.8917674294
500	0.8915900252
501	0.8915153045
502	0.8913764046
503	0.8912762762
504	0.8912393224
505	0.8911149862
506	0.8909797396
507	0.8909097821
508	0.8907799838
509	0.8907257174
510	0.8906544629
511	0.8905530091
512	0.890508711
513	0.8904232865
514	0.8903251418
515	0.8902777379
516	0.8901959891
517	0.8900651567
518	0.8899028926
519	0.8898242042
520	0.8897597521
521	0.8897071699
522	0.8896428347
523	0.8895443083
524	0.8894567736
525	0.889356933
526	0.8891855337
527	0.8891125555
528	0.8890474335
529	0.888957037
530	0.8888372408
531	0.8887527835
532	0.8886946959
533	0.8886109747
534	0.8885099231
535	0.8884162984
536	0.888371124
537	0.8882972464
538	0.8882017727
539	0.8881443612
540	0.8879599103
541	0.8878873981
542	0.8877755958
543	0.8876950048
544	0.8876251207
545	0.8875563881
546	0.887504408
547	0.8874283901
548	0.8873393439
549	0.887210556
550	0.8871332595
551	0.8870788489
552	0.8869860384
553	0.8869052693
554	0.8868380759
555	0.8867502798
556	0.8866415919
557	0.8865409571
558	0.8864069763
559	0.8863288727
560	0.8862486182
561	0.8861557524
562	0.8860910222
563	0.8859741638
564	0.8859369538
565	0.885834155
566	0.8857734742
567	0.8856906873
568	0.8855691922
569	0.8853881294
570	0.88532498
571	0.8852235581
572	0.8851768604
573	0.8850726083
574	0.884979075
575	0.8849217257
576	0.8847705846
577	0.8846738245
578	0.8845837263
579	0.8844585705
580	0.8843387132
581	0.8842764298
582	0.8841853119
583	0.8841375439
584	0.8840631128
585	0.8839692855
586	0.8838294569
587	0.8837382679
588	0.8836400353
589	0.8835515847
590	0.8835214236
591	0.8834116525
592	0.8832641203
593	0.8832043512
594	0.8831513967
595	0.8830918092
596	0.8829562948
597	0.8829152699
598	0.8828506379
599	0.8828091542
600	0.8827415086
601	0.8826607282
602	0.8826124282
603	0.8825204481
604	0.8824121593
605	0.8823615049
606	0.8823251623
607	0.8822373476
608	0.8821844691
609	0.8821390492
610	0.8820541627
611	0.8819690886
612	0.8819006344
613	0.8818291352
614	0.8817518528
615	0.8817032204
616	0.8816998146
617	0.8815959306
618	0.8815176561
619	0.8814153959
620	0.8813665139
621	0.8812794049
622	0.8812138313
623	0.881139931
624	0.881057244
625	0.8809780566
626	0.8809061416
627	0.8808340889
628	0.8807644294
629	0.8807205036
630	0.8806324621
631	0.8805347558
632	0.8804635775
633	0.8803940485
634	0.8803030369
635	0.8802998185
636	0.8802537967
637	0.8801520696
638	0.8801006722
639	0.879963429
640	0.8799569606
641	0.879850135
642	0.8797899762
643	0.8797229986
644	0.8796407872
645	0.879539295
646	0.8794640242
647	0.879416611
648	0.8793038339
649	0.879280165
650	0.8791786667
651	0.8790964271
652	0.8789782076
653	0.8788421142
654	0.8788276975
655	0.8787821144
656	0.8787268653
657	0.8786348918
658	0.878585503
659	0.8785820263
660	0.87849703
661	0.8784145769
662	0.8783551276
663	0.8782480356
664	0.8782035114
665	0.878147491
666	0.8780789492
667	0.8779737693
668	0.87797056
669	0.8779061658
670	0.8778175902
671	0.8777713482
672	0.8777088937
673	0.8775849415
674	0.8774827347
675	0.8774489926
676	0.8773906762
677	0.877284611
678	0.8772243586
679	0.8771870606
680	0.87712282
681	0.8770657772
682	0.8769869312
683	0.8769163032
684	0.8768794044
685	0.8768094513
686	0.876750072
687	0.8766841271
688	0.876648646
689	0.8765953199
690	0.8765377339
691	0.8764582069
692	0.8763546692
693	0.8762978946
694	0.8762112479
695	0.8761733728
696	0.8761305828
697	0.8760881373
698	0.8760319425
699	0.8759681016
700	0.8758931737
701	0.8757774267
702	0.8757328605
703	0.8756525852
704	0.8755928708
705	0.8755338314
706	0.8754937849
707	0.875446141
708	0.8753724614
709	0.8753316902
710	0.8752921616
711	0.8751400035
712	0.8750710244
713	0.875011929
714	0.8749560942
715	0.8748681586
716	0.8748082975
717	0.8747328386
718	0.8746939889
719	0.8746135319
720	0.8745672957
721	0.8744601639
722	0.8743970003
723	0.8743431877
724	0.8742874242
725	0.8742233567
726	0.8741166632
727	0.8740920377
728	0.8740107543
729	0.8739511155
730	0.8738833367
731	0.8737671365
732	0.8737114836
733	0.8736404356
734	0.8735931904
735	0.8735008198
736	0.8734504097
737	0.873398277
738	0.8733354502
739	0.8732701353
740	0.8731952608
741	0.873140175
742	0.8731154713
743	0.8730538636
744	0.8729445733
745	0.8729149089
746	0.8728726821
747	0.8727942507
748	0.872727838
749	0.8726671023
750	0.8726127809
751	0.8725681315
752	0.8725286769
753	0.8724582637
754	0.8723999627
755	0.8723728973
756	0.8723386099
757	0.8722624328
758	0.8721791645
759	0.8720654771
760	0.8720102831
761	0.8719660014
762	0.8718811259
763	0.8718344602
764	0.8718195508
765	0.8717478538
766	0.8717066353
767	0.8716346369
768	0.8715935738
769	0.8715371134
770	0.871504631
771	0.8714257798
772	0.8713798953
773	0.871341836
774	0.8712868204
775	0.8712573902
776	0.8711830758
777	0.8711092662
778	0.8710395096
779	0.8709269631
780	0.8708480269
781	0.8708144269
782	0.8707671891
783	0.8706692465
784	0.8706316452
785	0.8705793375
786	0.87052205
787	0.8704699257
788	0.8703688203
789	0.8703247635
790	0.8702331145
791	0.8701287584
792	0.870015176
793	0.8699769595
794	0.8699346802
795	0.8698741718
796	0.8698199276
797	0.8697419018
798	0.8696326274
799	0.8695998559
800	0.8695536872
801	0.8694779606
802	0.8694407093
803	0.8693780171
804	0.869308397
805	0.8692700729
806	0.8692182406
807	0.8691913129
808	0.8691434209
809	0.8690843447
810	0.8690394976
811	0.8689913523
812	0.8689469431
813	0.8688936268
814	0.8688490387
815	0.8687952526
816	0.8687424011
817	0.8686898485
818	0.8686249419
819	0.868546237
820	0.8685140813
821	0.868449727
822	0.8684259172
823	0.8684096524
824	0.868363639
825	0.8683096654
826	0.8682624988
827	0.8682235365
828	0.8681555286
829	0.868108511
830	0.868073211
831	0.8679953731
832	0.867931862
833	0.8678826786
834	0.8678292295
835	0.8677347371
836	0.8676780048
837	0.867622869
838	0.8675517283
839	0.8675237343
840	0.8674599696
841	0.8673832483
842	0.8673149446
843	0.8672486207
844	0.8672461395
845	0.8671611509
846	0.867075498
847	0.8670236905
848	0.8670018816
849	0.866963895
850	0.8669178377
851	0.866864625
852	0.8667804593
853	0.8667364149
854	0.8666713783
855	0.8666227591
856	0.8665469762
857	0.8664823003
858	0.8664604002
859	0.8664235913
860	0.866369157
861	0.866287858
862	0.866210403
863	0.8661819365
864	0.8661056437
865	0.8660511076
866	0.8659934435
867	0.8659382137
868	0.8658868883
869	0.8658355
870	0.8657898316
871	0.8657341901
872	0.865678787
873	0.8656149611
874	0.8655548425
875	0.8655167364
876	0.8654561015
877	0.8653784372
878	0.8653161697
879	0.865233241
880	0.8651967878
881	0.8651135481
882	0.8650943291
883	0.8650428626
884	0.8650407735
885	0.8650031338
886	0.8649264695
887	0.8648807607
888	0.8648420522
889	0.864815348
890	0.8647705222
891	0.8647273374
892	0.8646638715
893	0.864601395
894	0.8645639781
895	0.8644749947
896	0.864427321
897	0.8643584064
898	0.8642804089
899	0.8642336679
900	0.8641984119
901	0.8641380007
902	0.8640655999
903	0.863997331
904	0.8639482441
905	0.8638703591
906	0.8637874531
907	0.8637398279
908	0.8636952853
909	0.8636333177
910	0.8635948182
911	0.8635626927
912	0.8635312181
913	0.8634759834
914	0.8634213215
915	0.8634010921
916	0.8632706722
917	0.8632423668
918	0.863182923
919	0.8631182904
920	0.8630543174
921	0.8630256845
922	0.8629981685
923	0.8629610959
924	0.8629212177
925	0.8629008879
926	0.8628628022
927	0.8627974079
928	0.8627518002
929	0.8626971086
930	0.8626573297
931	0.8626179718
932	0.8625607743
933	0.8624877096
934	0.8623996821
935	0.8623372206
936	0.8622945219
937	0.862251195
938	0.8621992494
939	0.8621709413
940	0.862113516
941	0.8620680316
942	0.8620423672
943	0.8619526737
944	0.8619136062
945	0.8618510436
946	0.861806405
947	0.8617262001
948	0.8616993631
949	0.8616719803
950	0.8616169561
951	0.8616023275
952	0.8615997604
953	0.8615832366
954	0.8615489388
955	0.8615105563
956	0.8614480328
957	0.8613897925
958	0.8613710884
959	0.8613401034
960	0.8612836701
961	0.8612279326
962	0.8611880684
963	0.861142673
964	0.8610604352
965	0.8610393281
966	0.8609464927
967	0.8608910848
968	0.8608390623
969	0.8608012054
970	0.8607358042
971	0.860650382
972	0.8606193517
973	0.8605578594
974	0.8605313995
975	0.8604640407
976	0.8604044428
977	0.8603539872
978	0.8602969438
979	0.860252628
980	0.8602253038
981	0.8601720938
982	0.860123181
983	0.8600767475
984	0.8600406947
985	0.8600047446
986	0.8599384576
987	0.8598813079
988	0.8598109126
989	0.8597673123
990	0.8597055816
991	0.8596633494
992	0.8596086055
993	0.8595743963
994	0.8595387583
995	0.8595362401
996	0.8595082467
997	0.8595059893
998	0.8594875463
999	0.8594598337
