iter	MultiClass
200	0.4162601054
201	0.4139518941
202	0.4127078275
203	0.4091480496
204	0.4062276154
205	0.4027928991
206	0.4003729377
207	0.397878591
208	0.39588836
209	0.3932660932
210	0.3909286159
211	0.3901443153
212	0.3887218578
213	0.3869909195
214	0.3851492098
215	0.3833360716
216	0.3811102796
217	0.3789365629
218	0.3762344665
219	0.3750453339
220	0.3736794777
221	0.3715673994
222	0.3696994111
223	0.3671756958
224	0.3639158635
225	0.3616155847
226	0.3591729753
227	0.3566474619
228	0.3550112658
229	0.3516655908
230	0.3496582319
231	0.3483505772
232	0.3461837897
233	0.3446762232
234	0.3422749592
235	0.3401084539
236	0.3377038563
237	0.336344386
238	0.3343529127
239	0.3321284821
240	0.3304910947
241	0.32895785
242	0.3272134897
243	0.3249294432
244	0.3232256787
245	0.3213773812
246	0.3202858558
247	0.3187620539
248	0.3168088505
249	0.3147430891
250	0.3128870518
251	0.3112470903
252	0.3090178715
253	0.307165981
254	0.3051455615
255	0.3031853444
256	0.3014706535
257	0.3001733461
258	0.2987453145
259	0.2979922786
260	0.2968772034
261	0.2949865969
262	0.2937744618
263	0.2923961216
264	0.2907950702
265	0.2892861473
266	0.2885387907
267	0.2873456187
268	0.2855134615
269	0.2842954932
270	0.2830373863
271	0.2816925672
272	0.279913754
273	0.2786978651
274	0.2777923609
275	0.2766673146
276	0.2754846411
277	0.2741032264
278	0.2729400661
279	0.2714725202
280	0.2700700965
281	0.268700949
282	0.2675768758
283	0.2665754134
284	0.2652494623
285	0.2645013711
286	0.2626996897
287	0.2611329061
288	0.2596161583
289	0.2576772289
290	0.2561190613
291	0.2551567678
292	0.2542602512
293	0.2528977999
294	0.2514829646
295	0.2503469255
296	0.249344447
297	0.2477875334
298	0.2464221965
299	0.24510205
300	0.2441199829
301	0.2429094959
302	0.2413705326
303	0.2407283895
304	0.2397121811
305	0.2382166998
306	0.2369370669
307	0.2354624161
308	0.2341179833
309	0.2330552819
310	0.2318486307
311	0.2308012058
312	0.229767679
313	0.22847113
314	0.2277214723
315	0.2266331016
316	0.225338241
317	0.2237898726
318	0.2226747172
319	0.2219397093
320	0.2208090751
321	0.2196921238
322	0.2188099484
323	0.2179067111
324	0.2170429972
325	0.2160413151
326	0.2147487047
327	0.2135766031
328	0.2127819812
329	0.2118568655
330	0.2107729113
331	0.2097265455
332	0.2088150084
333	0.2079592605
334	0.206723063
335	0.2060747638
336	0.2050585709
337	0.2043800648
338	0.203170176
339	0.2023980901
340	0.2015790714
341	0.2006189901
342	0.1999002581
343	0.1990283783
344	0.1983674094
345	0.197746181
346	0.1971153524
347	0.1965156864
348	0.1956262965
349	0.1947668113
350	0.1940031515
351	0.1929056982
352	0.191888983
353	0.1911948713
354	0.1905257123
355	0.189879127
356	0.1889796841
357	0.1883373064
358	0.1876223128
359	0.1867569297
360	0.1857390948
361	0.185062572
362	0.1839224801
363	0.1831705304
364	0.1824739029
365	0.1821295329
366	0.1810278077
367	0.1804604927
368	0.1799268662
369	0.1793955558
370	0.1788309947
371	0.1782175111
372	0.1774958231
373	0.1768170066
374	0.1762986987
375	0.175583992
376	0.1750199878
377	0.1744877356
378	0.1734488806
379	0.1731306559
380	0.1727309944
381	0.1725036931
382	0.171683248
383	0.1710342774
384	0.1705444803
385	0.1697131151
386	0.1689624169
387	0.1681988393
388	0.1677245366
389	0.1673302182
390	0.1666003639
391	0.165775584
392	0.1653468746
393	0.1649515651
394	0.1642119193
395	0.1635835963
396	0.1630871858
397	0.1626320264
398	0.1619322691
399	0.1614237729
400	0.1607968192
401	0.1603099438
402	0.1598825616
403	0.1592561333
404	0.1586728468
405	0.1581169077
406	0.1578507638
407	0.1570710703
408	0.1563048556
409	0.1558476526
410	0.1554745408
411	0.1548449541
412	0.1543752611
413	0.1539494198
414	0.1534773095
415	0.1530917476
416	0.1525109756
417	0.1518381047
418	0.1513244234
419	0.1508527258
420	0.1504698248
421	0.1497838512
422	0.1495134184
423	0.1491147944
424	0.1487087907
425	0.1482360252
426	0.1477092219
427	0.1471364737
428	0.146625255
429	0.1461149426
430	0.1456673324
431	0.1453076116
432	0.1447857023
433	0.1444971437
434	0.1439440346
435	0.1432193799
436	0.142852739
437	0.1423252627
438	0.1420501036
439	0.1417088496
440	0.1413125683
441	0.1407600737
442	0.1405411357
443	0.1399568133
444	0.139602875
445	0.1390708432
446	0.1387204684
447	0.1383826882
448	0.1379049051
449	0.1376515312
450	0.1371021908
451	0.1365340601
452	0.1361427574
453	0.135688573
454	0.1353075445
455	0.1348950375
456	0.1345214348
457	0.1342030852
458	0.1337044019
459	0.1332356378
460	0.1327790324
461	0.1325422696
462	0.1322271297
463	0.131914224
464	0.1315684852
465	0.1310375094
466	0.1306128578
467	0.1301555907
468	0.1296058986
469	0.1291659494
470	0.1289573048
471	0.1285923141
472	0.1279851482
473	0.1276219325
474	0.1271635625
475	0.1269186327
476	0.126466181
477	0.1262241949
478	0.1258900558
479	0.1254500278
480	0.1250271023
481	0.1246132027
482	0.124374403
483	0.123959736
484	0.1236197013
485	0.1231427629
486	0.1228893979
487	0.1224854546
488	0.1221912069
489	0.1217697162
490	0.1213811294
491	0.1210830572
492	0.1208820438
493	0.1206143184
494	0.1201257472
495	0.119688433
496	0.1193915528
497	0.1191594798
498	0.118884779
499	0.1185837878
500	0.118226661
501	0.1180232133
502	0.1177983967
503	0.1173997717
504	0.1169977964
505	0.1165947222
506	0.1162675324
507	0.115937022
508	0.1156289469
509	0.1152810864
510	0.1150574999
511	0.1146150126
512	0.1143828173
513	0.1140535915
514	0.1136348201
515	0.1133851293
516	0.1130326743
517	0.1129531604
518	0.1127034169
519	0.1124426373
520	0.112281489
521	0.1119400247
522	0.1117555496
523	0.1114721524
524	0.1112123925
525	0.1109389988
526	0.1105482755
527	0.1103684939
528	0.1100017814
529	0.1097165104
530	0.1093978211
531	0.1089895481
532	0.1087791109
533	0.1083398692
534	0.1081682061
535	0.1078681613
536	0.1076048908
537	0.1073885026
538	0.1071748588
539	0.1068573178
540	0.106684015
541	0.1064253407
542	0.1060668104
543	0.1058933288
544	0.1057073264
545	0.1055020965
546	0.1051773563
547	0.1049891019
548	0.1047846862
549	0.1045480684
550	0.1042946454
551	0.1039391253
552	0.1036321275
553	0.1033561339
554	0.1031098293
555	0.1028772056
556	0.1026620393
557	0.1024212295
558	0.102189145
559	0.1019780255
560	0.1016477795
561	0.1012463086
562	0.1011369133
563	0.1009133229
564	0.1004402939
565	0.1003408888
566	0.1000401753
567	0.09964857167
568	0.09943708321
569	0.09923076527
570	0.09893253635
571	0.09858349064
572	0.09832038241
573	0.09799316078
574	0.09776977046
575	0.09753745673
576	0.09737423078
577	0.09721597778
578	0.0970046922
579	0.09674602966
580	0.09651428658
581	0.09626083846
582	0.09611399914
583	0.09595664629
584	0.09565591312
585	0.09530592429
586	0.09512725736
587	0.09495418495
588	0.09479147066
589	0.09461563478
590	0.09442232569
591	0.09403270568
592	0.09386541609
593	0.09361942309
594	0.09338006572
595	0.09321914334
596	0.09299579782
597	0.09273710083
598	0.09256509788
599	0.09241432074
600	0.09219058718
601	0.09205334457
602	0.09188014686
603	0.09174096863
604	0.09156199554
605	0.09143711967
606	0.09116378407
607	0.09089972523
608	0.09071295877
609	0.09052372826
610	0.09037951082
611	0.09015717958
612	0.08995735053
613	0.0898304406
614	0.08970150507
615	0.08949507226
616	0.08935256296
617	0.08912435279
618	0.08890277498
619	0.08870366285
620	0.08837301027
621	0.08810218779
622	0.08799285019
623	0.08785654002
624	0.08766041108
625	0.08752493865
626	0.08726409996
627	0.08706459148
628	0.08687503339
629	0.08659447197
630	0.08635347443
631	0.08611595251
632	0.0859605871
633	0.08570573325
634	0.08548546467
635	0.08528826085
636	0.085132884
637	0.08485680286
638	0.0845801865
639	0.08444232069
640	0.08424274517
641	0.08417055516
642	0.08405652136
643	0.08384879057
644	0.08372983968
645	0.08359493867
646	0.08347815899
647	0.08324125902
648	0.08312062645
649	0.08294099212
650	0.08275002971
651	0.08257840404
652	0.08243534877
653	0.08227911766
654	0.08213386327
655	0.08197336291
656	0.08180668164
657	0.08172764059
658	0.08157873101
659	0.08146776463
660	0.08126978825
661	0.08118543399
662	0.08107635796
663	0.08090720715
664	0.080781416
665	0.08051528897
666	0.08035333222
667	0.08023432895
668	0.08001596245
669	0.07983254456
670	0.07964187692
671	0.07941795839
672	0.07927930888
673	0.0790147088
674	0.07885615692
675	0.07876320176
676	0.0785920159
677	0.07843332511
678	0.07822392198
679	0.07802185331
680	0.07781713536
681	0.07771094323
682	0.07757638891
683	0.07745711923
684	0.07723847651
685	0.07717322016
686	0.07701452751
687	0.07684919658
688	0.07669984391
689	0.07658915263
690	0.07641437746
691	0.07629017105
692	0.07615366904
693	0.07596379294
694	0.07567472463
695	0.07551372761
696	0.075375501
697	0.07524083762
698	0.07513037889
699	0.07491125553
700	0.07482519086
701	0.07469875867
702	0.07459491673
703	0.07441053629
704	0.07428276545
705	0.07410589692
706	0.07398096028
707	0.07378869617
708	0.07370941901
709	0.07362406788
710	0.0734182748
711	0.07321207954
712	0.07300845144
713	0.07290807966
714	0.07264793927
715	0.07251815312
716	0.07233054865
717	0.07223243835
718	0.07206738893
719	0.07193817175
720	0.07182655483
721	0.07159759149
722	0.07144146689
723	0.07138835023
724	0.07130507926
725	0.07112665502
726	0.07092704819
727	0.07075698968
728	0.07064806061
729	0.07054781838
730	0.07046314824
731	0.07029924455
732	0.07010989019
733	0.07001990657
734	0.06986257227
735	0.06973855824
736	0.06964311861
737	0.06949433159
738	0.06937423804
739	0.06925753618
740	0.06911865607
741	0.06894048104
742	0.06878415618
743	0.06869989935
744	0.06855701861
745	0.06845053227
746	0.06833770421
747	0.06820781387
748	0.06810487382
749	0.06800938573
750	0.06788620916
751	0.06777719545
752	0.06769869925
753	0.06753120847
754	0.06742984114
755	0.06727384623
756	0.06719771776
757	0.06708842842
758	0.06691902256
759	0.06677450463
760	0.06665121702
761	0.06651368586
762	0.06640044391
763	0.06628311446
764	0.06618750202
765	0.06601852647
766	0.06588715804
767	0.06576239522
768	0.06563887438
769	0.06555081372
770	0.06546220127
771	0.06535700538
772	0.06521126057
773	0.06505874525
774	0.06495898374
775	0.06484459672
776	0.0646816911
777	0.06462022255
778	0.06454824257
779	0.06445450289
780	0.06431718386
781	0.06422015185
782	0.06404010989
783	0.06395377015
784	0.06387895084
785	0.06378508759
786	0.0636686056
787	0.06355353694
788	0.06342673198
789	0.06329988142
790	0.06320676767
791	0.06309809319
792	0.06293913795
793	0.06275344144
794	0.06264592357
795	0.06252984813
796	0.06244917115
797	0.06233357108
798	0.06226528603
799	0.06216605187
800	0.06205495628
801	0.06194546079
802	0.06189919903
803	0.06181210035
804	0.06174149432
805	0.06167628668
806	0.06156107802
807	0.06141943455
808	0.06127290948
809	0.06114928745
810	0.0610743842
811	0.06098680471
812	0.06093292709
813	0.06080666835
814	0.06071092702
815	0.06063014157
816	0.06054233183
817	0.06046733026
818	0.06038475194
819	0.06025512449
820	0.06015845616
821	0.06011856265
822	0.06004243796
823	0.05993035135
824	0.05981735447
825	0.05973238529
826	0.05965958561
827	0.05954068297
828	0.05943930475
829	0.05937362835
830	0.05930382236
831	0.05924352462
832	0.05910778517
833	0.05900407812
834	0.05891524651
835	0.05883063641
836	0.05875810807
837	0.05861414485
838	0.05853750031
839	0.05844804925
840	0.05833429918
841	0.05826820609
842	0.05818680564
843	0.05808102766
844	0.05802287083
845	0.05796179281
846	0.05790101232
847	0.05781658568
848	0.05766159461
849	0.05759057302
850	0.05755420301
851	0.05748841674
852	0.05741674551
853	0.05733537096
854	0.05728259716
855	0.05718205433
856	0.05712286614
857	0.05702941515
858	0.05695275397
859	0.0568715459
860	0.0567747324
861	0.05669732565
862	0.05659881719
863	0.05650873405
864	0.05640659046
865	0.05631871227
866	0.05623045483
867	0.05616423671
868	0.05608192434
869	0.05598091804
870	0.05588255015
871	0.05582582369
872	0.05576252689
873	0.05572998298
874	0.05565811837
875	0.05559927678
876	0.05549803968
877	0.05542041833
878	0.05528802492
879	0.05517039851
880	0.05506586031
881	0.05500926174
882	0.05493009815
883	0.0548651613
884	0.05482861847
885	0.05471196855
886	0.05464833727
887	0.05459618118
888	0.05449262021
889	0.05438271683
890	0.05429907531
891	0.05422474592
892	0.05411098144
893	0.054033876
894	0.05396947122
895	0.05389994265
896	0.05380823193
897	0.05371812404
898	0.05365398479
899	0.05355792075
900	0.05349402833
901	0.05340516095
902	0.05329101004
903	0.05322865407
904	0.05312374175
905	0.05305522366
906	0.05301027566
907	0.05291817329
908	0.05283870168
909	0.05278070405
910	0.05270546413
911	0.05263917592
912	0.05252123738
913	0.05243068199
914	0.0523525344
915	0.05229361858
916	0.05221088827
917	0.05211363854
918	0.05201085849
919	0.0519559327
920	0.05184086738
921	0.05174210343
922	0.05169148517
923	0.05160130305
924	0.0515669332
925	0.05148681329
926	0.05138160022
927	0.05127692823
928	0.05116949751
929	0.05107467714
930	0.05100272681
931	0.05097277276
932	0.05087826219
933	0.05078057567
934	0.05071801037
935	0.05062840526
936	0.05059326493
937	0.05051631408
938	0.0504397322
939	0.05034763347
940	0.0502920511
941	0.0502102845
942	0.05015248886
943	0.05009184286
944	0.05001542945
945	0.04990955721
946	0.04982967218
947	0.04973211322
948	0.04967497054
949	0.04958676286
950	0.04949856073
951	0.04943442181
952	0.04935510161
953	0.0492880289
954	0.04922557332
955	0.04914409816
956	0.04909231105
957	0.04901869901
958	0.04893658176
959	0.04882642283
960	0.04878354402
961	0.04871796438
962	0.04862210976
963	0.04853771487
964	0.04848142588
965	0.04835355406
966	0.04828536142
967	0.04820135037
968	0.04806424103
969	0.04793919556
970	0.04786438678
971	0.04781477038
972	0.04772980884
973	0.04769224399
974	0.04763863041
975	0.04753738395
976	0.04745756787
977	0.04738887303
978	0.0473100532
979	0.04721613928
980	0.04713018013
981	0.04706559908
982	0.04702008287
983	0.04692257671
984	0.04684553398
985	0.04678679321
986	0.04672459177
987	0.04666379458
988	0.04660148419
989	0.04652600016
990	0.04648025614
991	0.04638488767
992	0.04625013384
993	0.04617391826
994	0.04610383348
995	0.04605874461
996	0.04600079931
997	0.04594045296
998	0.04590136598
999	0.04585940951
