iter	Passed	Remaining
402	381874	565704
403	383221	565346
404	384449	564808
405	385613	564173
406	387023	563894
407	388351	563490
408	389539	562879
409	390583	562059
410	391783	561461
411	393087	561008
412	394357	560502
413	395684	560075
414	396864	559435
415	398107	558881
416	399442	558453
417	400718	557937
418	402000	557428
419	403394	557068
420	404515	556328
421	405765	555764
422	407184	555426
423	408558	555022
424	408605	552818
425	410008	552453
426	411340	551985
427	412442	551208
428	413756	550710
429	414982	550092
430	416424	549757
431	417683	549176
432	418971	548630
433	420253	548072
434	421604	547601
435	422765	546879
436	424196	546504
437	425302	545707
438	426698	545279
439	427899	544598
440	429062	543868
441	430373	543321
442	431688	542777
443	433060	542300
444	434364	541735
445	435434	540876
446	436745	540313
447	438106	539809
448	439393	539210
449	440603	538515
450	441554	537501
451	442825	536877
452	444221	536400
453	445524	535806
454	446837	535223
455	448028	534489
456	449314	533867
457	450671	533327
458	451947	532687
459	453255	532082
460	454610	531529
461	455919	530918
462	457217	530293
463	458344	529467
464	459543	528721
465	460831	528077
466	462034	527333
467	463151	526488
468	464363	525750
469	465627	525069
470	466851	524340
471	468075	523610
472	469527	523130
473	470861	522517
474	472136	521835
475	473402	521140
476	473921	519625
477	475222	518966
478	476481	518260
479	477739	517551
480	478965	516804
481	480351	516228
482	481510	515406
483	482767	514686
484	484072	514015
485	485467	513436
486	486813	512803
487	488048	512051
488	489339	511355
489	490583	510607
490	491952	509987
491	493116	509153
492	494475	508516
493	495765	507808
494	496975	507015
495	498275	506312
496	499606	505637
497	500923	504947
498	502271	504284
499	503624	503624
500	504918	502903
501	506305	502271
502	507735	501678
503	508928	500850
504	510114	500013
505	511457	499327
506	512675	498519
507	513978	497790
508	515080	496865
509	516154	495913
510	517374	495099
511	518632	494322
512	520048	493690
513	521343	492943
514	522741	492290
515	524038	491540
516	525250	490708
517	526517	489925
518	527643	489010
519	529033	488338
520	530344	487591
521	531481	486682
522	532887	486017
523	534139	485210
524	535499	484499
525	536823	483753
526	538093	482957
527	539395	482186
528	540653	481375
529	542037	480674
530	543284	479850
531	544523	479016
532	545854	478262
533	547184	477505
534	548441	476683
535	549775	475924
536	551128	475181
537	552370	474340
538	553634	473516
539	554968	472750
540	556340	472014
541	557642	471218
542	558879	470364
543	560211	469588
544	561448	468732
545	562688	467876
546	563926	467017
547	565306	466274
548	566717	465554
549	568064	464780
550	569387	463983
551	570725	463197
552	571986	462347
553	573267	461511
554	574621	460732
555	576056	460015
556	577253	459108
557	578710	458405
558	580060	457614
559	581375	456795
560	582569	455879
561	583891	455061
562	585259	454277
563	586365	453289
564	587665	452450
565	588900	451559
566	590123	450658
567	591521	449889
568	592756	448995
569	594102	448182
570	595302	447258
571	596511	446340
572	597689	445398
573	599044	444586
574	600205	443629
575	601640	442874
576	602895	441984
577	604173	441109
578	605531	440291
579	606798	439405
580	607973	438452
581	609135	437489
582	609461	435926
583	610773	435071
584	612109	434231
585	613431	433379
586	614707	432494
587	616094	431685
588	617364	430792
589	618785	430003
590	620065	429114
591	621427	428280
592	622782	427441
593	624036	426530
594	625254	425593
595	626577	424726
596	627909	423864
597	629131	422927
598	630372	422002
599	631623	421082
600	632673	420027
601	633987	419147
602	635170	418180
603	636349	417209
604	637645	416314
605	638805	415328
606	640012	414374
607	641447	413564
608	642817	412711
609	644139	411826
610	645419	410913
611	646686	409991
612	647954	409067
613	649304	408194
614	650652	407319
615	651957	406414
616	653348	405563
617	654715	404694
618	655824	403665
619	657177	402786
620	658443	401851
621	659608	400855
622	660912	399942
623	662097	398956
624	663522	398113
625	664960	397276
626	666218	396330
627	667415	395347
628	668610	394363
629	669976	393478
630	671357	392600
631	672666	391679
632	674057	390804
633	675373	389884
634	676765	389006
635	678068	388076
636	678194	386474
637	679505	385550
638	680761	384592
639	682020	383636
640	683314	382698
641	684607	381759
642	685842	380786
643	687160	379859
644	688420	378898
645	689651	377920
646	690962	376985
647	692241	376032
648	693578	375109
649	694627	374029
650	695905	373073
651	697221	372136
652	698480	371167
653	699799	370230
654	701046	369253
655	702353	368307
656	703407	367227
657	704712	366279
658	706123	365384
659	707442	364439
660	708636	363430
661	710028	362522
662	711288	361544
663	712684	360635
664	713952	359660
665	715129	358638
666	716524	357724
667	717705	356704
668	718965	355721
669	720240	354745
670	721580	353800
671	722771	352781
672	723951	351756
673	725247	350787
674	726474	349783
675	727725	348791
676	729067	347841
677	730390	346881
678	731525	345831
679	732825	344859
680	734121	343883
681	735477	342935
682	736832	341985
683	736963	340468
684	737050	338935
685	738388	337979
686	739420	336882
687	740619	335862
688	741810	334837
689	743141	333875
690	743415	332439
691	744679	331447
692	746037	330495
693	747351	329524
694	748717	328573
695	749991	327582
696	751445	326668
697	752665	325651
698	753639	324528
699	755060	323597
700	756356	322611
701	757750	321666
702	759133	320715
703	760416	319720
704	761792	318764
705	763109	317782
706	764412	316793
707	765721	315805
708	766769	314710
709	768061	313715
710	769245	312675
711	770496	311661
712	771683	310621
713	772970	309621
714	774224	308607
715	775446	307579
716	776798	306602
717	778038	305580
718	779362	304591
719	780761	303629
720	781939	302581
721	783340	301618
722	784489	300558
723	785841	299575
724	787043	298533
725	788301	297513
726	789653	296527
727	790872	295490
728	792149	294475
729	793328	293422
730	794665	292428
731	795903	291396
732	797254	290405
733	798593	289408
734	799754	288346
735	801047	287332
736	802388	286333
737	803670	285314
738	804785	284234
739	806195	283257
740	807562	282265
741	808581	281151
742	809857	280125
743	811167	279111
744	812430	278080
745	813733	277062
746	815166	276087
747	816512	275081
748	817832	274066
749	817897	272632
750	819144	271593
751	820407	270560
752	821757	269553
753	823071	268535
754	824264	267476
755	825501	266431
756	826830	265415
757	828216	264417
758	829504	263386
759	830772	262349
760	832067	261319
761	833294	260267
762	834648	259255
763	835959	258228
764	837301	257210
765	838571	256169
766	839860	255133
767	841195	254111
768	842613	253112
769	843876	252067
770	845187	251034
771	846348	249957
772	847623	248914
773	849042	247911
774	850325	246868
775	851669	245842
776	853009	244814
777	854376	243793
778	855685	242755
779	856960	241706
780	857882	240558
781	859218	239526
782	860502	238478
783	860994	237212
784	862171	236136
785	862645	234867
786	863942	233824
787	865155	232757
788	866467	231716
789	867716	230658
790	868985	229605
791	870275	228557
792	871389	227462
793	872664	226409
794	873931	225353
795	875162	224287
796	876427	223230
797	877855	222214
798	879057	221139
799	880305	220076
800	881550	219011
801	882821	217953
802	884101	216896
803	885384	215840
804	886657	214780
805	888001	213737
806	889167	212651
807	890495	211602
808	891777	210543
809	893221	209521
810	894456	208449
811	895825	207407
812	897129	206350
813	898474	205302
814	899695	204225
815	901006	203168
816	902267	202099
817	903609	201047
818	904841	199970
819	906031	198884
820	907385	197834
821	908571	196746
822	909921	195693
823	911202	194625
824	912432	193546
825	913675	192469
826	915083	191426
827	916352	190353
828	917657	189287
829	919028	188234
830	920266	187154
831	921628	186098
832	922881	185019
833	924250	183963
834	925480	182879
835	925973	181650
836	927418	180608
837	928719	179537
838	930048	178471
839	931129	177357
840	932349	176270
841	933704	175208
842	935012	174136
843	936263	173053
844	937580	171982
845	939026	170933
846	940365	169865
847	941679	168791
848	942970	167713
849	944287	166638
850	945584	165560
851	946839	164474
852	948244	163413
853	949603	162344
854	950915	161266
855	952189	160181
856	953623	159122
857	954855	158029
858	956135	156944
859	957534	155877
860	958750	154780
861	960079	153701
862	961427	152625
863	962719	151539
864	963757	150412
865	965081	149331
866	966387	148246
867	967637	147152
868	968798	146044
869	970143	144963
870	971278	143851
871	972356	142731
872	973667	141644
873	975090	140573
874	976357	139479
875	977619	138384
876	978905	137292
877	980256	136208
878	981578	135120
879	982805	134018
880	984204	132940
881	985464	131842
882	986817	130756
883	988165	129668
884	989495	128578
885	990781	127482
886	992065	126384
887	993449	125299
888	994807	124211
889	996026	123104
890	997334	122008
891	998639	120911
892	1000025	119823
893	1001288	118720
894	1002589	117622
895	1003852	116518
896	1005163	115420
897	1006488	114322
898	1007829	113226
899	1009091	112121
900	1010424	111023
901	1011766	109925
902	1013083	108825
903	1014370	107720
904	1015687	106619
905	1016959	105512
906	1018404	104422
907	1019763	103324
908	1021149	102227
909	1022441	101120
910	1023878	100027
911	1025270	98929
912	1026494	97814
913	1027696	96697
914	1028884	95579
915	1030240	94476
916	1031595	93372
917	1032909	92264
918	1033411	91084
919	1034756	89978
920	1036172	88879
921	1037499	87771
922	1038695	86651
923	1040015	85542
924	1041319	84431
925	1042613	83318
926	1044023	82215
927	1045311	81101
928	1046682	79994
929	1047957	78878
930	1049241	77763
931	1050634	76655
932	1051963	75542
933	1053248	74426
934	1054666	73319
935	1055582	72176
936	1056751	71051
937	1058048	69934
938	1059348	68818
939	1060627	67699
940	1061932	66582
941	1063181	65461
942	1064382	64337
943	1065681	63218
944	1066877	62093
945	1068128	60971
946	1069420	59851
947	1070761	58733
948	1071952	57607
949	1073258	56487
950	1074572	55367
951	1074664	54184
952	1075953	53063
953	1077252	51942
954	1078657	50826
955	1080039	49708
956	1081319	48585
957	1082557	47460
958	1083603	46327
959	1084922	45205
960	1086239	44082
961	1087530	42958
962	1088905	41837
963	1090110	40709
964	1091244	39578
965	1092628	38456
966	1093819	37327
967	1095209	36205
968	1096553	35080
969	1097769	33951
970	1099043	32824
971	1100368	31697
972	1101425	30563
973	1102658	29434
974	1103952	28306
975	1105236	27177
976	1106546	26049
977	1107649	24916
978	1108931	23787
979	1110214	22657
980	1111538	21528
981	1112902	20399
982	1114234	19269
983	1115531	18138
984	1116009	16995
985	1116115	15847
986	1117560	14719
987	1118872	13589
988	1120011	12457
989	1121374	11327
990	1122709	10196
991	1123989	9064
992	1125457	7933
993	1126735	6801
994	1127897	5667
995	1129260	4535
996	1130530	3401
997	1131810	2268
998	1133008	1134
999	1134320	0
